idx	uid	img_path	fig_num	caption
643	PMC4720694	/imgs/512/122/4720694/PMC4720694_12015_2015_9625_Fig1_HTML.png	Fig1	Currently proposed strategies that may improve homing and engraftment of HSPCs. a Strategies based on increasing the biological effects of membrane lipid rafts. b Modification of the expression and function of molecules involved in adhesion and BM homing. c Metabolic modification of the homing properties of HSPCs. d Enhancing the bioavailability of chemotactic factors for HSPCs. This classification is presented for reasons of simplicity; however, it is clear that several of the proposed strategies have overlapping effects affecting other mechanisms
644	PMC2195944	/imgs/512/68/2195944/PMC2195944_JEM010761.f7.png	F7	Selectin ligand expression by Th1 cells in WT and Fuc-Tdeficient mice. CD4+ T cells were isolated from mesenteric nodes and cultured in vitro under Th1 polarization conditions (Materials and Methods). Cells were then subjected to flow cytometry analysis to confirm Th1 polarization by assessing expression of intracellular IFN- and IL-4 (A), or to assess selectin ligand expression using P-selectin-IgM or E-selectin-IgM chimeras (B). Divalent calcium dependence observed for binding of the P-selectin-IgM chimera (B, bottom) was also observed for the E-selectin-IgM chimera (data not shown). Data shown are representative of two or more independent experiments. Vertical and horizontal lines in the histograms define the fluorescence intensities below which 99% of the cells fall when analyzed using a nonbinding isotype control for AntiCD3, or observed with either selectin chimera used in the presence of 5 mM EDTA.
645	PMC2195944	/imgs/512/68/2195944/PMC2195944_JEM010761.f8.png	F8	Selectin ligand expression by Tc1 cells in WT and Fuc-Tdeficient mice. CD8+ T cells were isolated from mesenteric nodes and cultured in vitro under Tc1 polarization conditions (Materials and Methods). Cells were then subjected to flow cytometry analysis to confirm Tc1 polarization by assessing expression of intracellular IFN- and IL-4 (A), or to assess selectin ligand expression using P-selectin-IgM or E-selectin-IgM chimeras (B). Divalent calcium dependence observed for binding of the P-selectin-IgM chimera (B, bottom) was also observed for the E-selectin-IgM chimera (data not shown). Data shown are representative of two or more independent experiments.
646	PMC4033481	/imgs/512/223/4033481/PMC4033481_MI2014-837107.001.png	fig1	Flow diagram of the study design.
647	PMC4033481	/imgs/512/223/4033481/PMC4033481_MI2014-837107.003.png	fig3	Body weight (a) and weight/length ratio of the colon (b). Data are presented as the mean  SEM. C, normal mice fed the control diet; G, normal mice fed a glutamine-enriched diet; DC, DSS group fed the control diet; DG, DSS group fed a glutamine-enriched diet. *Significantly different from the C group (P &lt; 0.05). Significantly different from the DC group (P &lt; 0.05).
648	PMC4033481	/imgs/512/223/4033481/PMC4033481_MI2014-837107.008.png	fig8	Gene expression of endothelial adhesion molecules in colon tissues. mRNA levels were analyzed by a real-time PCR. The C group was used as a calibrator, and the data were presented as the fold change in gene expression relative to the calibrator. Values are shown as the mean  SEM. *Significantly different from the C group (P &lt; 0.05). Significantly different from the DC group (P &lt; 0.05).
649	PMC2212867	/imgs/512/149/2212867/PMC2212867_20051035f4.png	fig4	L- and E-selectin are required for IPC attachment and rolling on HEVs of inflamed PLNs. BCECF-labeled IPCs generated from the BM of WT or L-selectin/ mice were injected through the femoral artery of WT or E-selectin/ animals, and the rolling fraction was quantified as they passed through HEVs in inflamed PLNs. Data are shown as mean  SE. *, P &lt; 0.05; n = number of mice per venules analyzed. (B) Attachment of WT IPCs to surface-immobilized E- or P-selectin Ig chimeras at a wall shear rate of 200 s-1. Adhesion to the 2-integrin ligand ICAM-1Ig chimera is shown as a negative control. Results represent the mean  SE for three experiments performed in duplicate.
650	PMC2965768	/imgs/512/373/2965768/PMC2965768_ppat.1001167.g005.png	ppat-1001167-g005	ML7 depolarizes cell morphology and Gag localization and reduces cell-to-cell transfer of Gag-YFP.A) Transfer of Gag-YFP fluorescence from infected P2 cells to CMTMR-stained SupT1 target cells during a 3-h coculture period was measured by flow cytometry. ML7, DMSO, or antibodies, along with 10 g/ml cycloheximide, were added at the beginning of the coculture period. Flow cytometry plots for CMTMR-labeled target cells co-cultured with uninfected cells as well as CMTMR-labeled target cells cocultured with Gag-YFP-expressing infected cells in the presence or absence of IgG or Leu3A are shown. Gate A, CMTMR-labeled target cells; gate B, double positive cells representing target cells with transferred Gag-YFP particles; and gate C, YFP-expressing cells either fused or conjugated to CMTMR-labeled target cells. B) Images of cycloheximide-treated P2 cells expressing Gag-YFP were acquired after 3-h coculture with CMTMR-stained SupT1 cells in the presence or absence of DMSO or ML7. Note that almost all the cells adopt round unpolarized morphology upon treatment with ML7 and that ML7-treated infected cells show dispersed Gag-YFP localization. The latter point is clearer in the higher magnification image (bottom panel) of a region specified in the middle row. Also note that the cell density of the cocultures in experiments shown in panel A (images shown in Figure S3 and discussed in Text S1) is 10 fold higher than in panel B. C) Relative efficiencies of cell-to-cell virus transfer were calculated as the percentage of double positive cells out of the total CMTMR-labeled cells (Virus transfer efficiency=B/(A+B+C)*100; error bars represent standard deviation). P values were determined using Student's t test. ***, P&lt;0.001.
651	PMC2999562	/imgs/512/82/2999562/PMC2999562_pone.0015417.g005.png	pone-0015417-g005	Conformational change of Lec domain.Equilibrated conformations of S1 Lec domain alone (A, cyan) or with the interchanged domain from B to E-EGF (B, pink) were superposed with the crystallized S1 (blue) and S2 (silver) references, respectively, by aligning the rigid regions of Lec domain. Conformational comparison between A and B was illustrated in C. R1, R2, and R3 were presented as thick, opaque newcartoon and the others were illustrated as transparent newcartoon for clarity.
652	PMC5395217	/imgs/512/163/5395217/PMC5395217_pone.0176110.g004.png	pone.0176110.g004	Inhibition of selectin-mediated T cell adhesion by 6-O desulfation of LMWH (6DSHbD) in static and dynamic conditions.(A-B), Inhibition of adhesion of T cells on the (A) P-selectin-IgG-Fc chimera- and (B) PAA-sLeX-coated plates under a static condition. Data represent the mean  SEM from 3 independent experiments. *p &lt; 0.05 versus no treatment. (C-F), Interaction of T cells with P-selectin under flow. P-selectin bound to protein A on a 35-mm polystyrene dish was pre-incubated with or without 6DSHbD. T cells (1  106/ml) were pre-incubated with 5 mM EDTA buffer or 6DSHbD(100 g/ml) and placed under flow at a wall shear stress of 1.8 dynes/cm2 over the P-selectin-coated dish. The number of adherent (C), interacting (C), or rolling (D) T cells was counted in 5 random high-power fields for each condition at 10 seconds intervals and expressed as cells/mm2. (E) The rolling velocity of T cells was measured and expressed as m/s. Data represent the mean  SEM from 3 independent experiments. *p &lt; 0.0.5
653	PMC4438064	/imgs/512/197/4438064/PMC4438064_pone.0120990.g001.png	pone.0120990.g001	Overexpression of ICAM-1 by lymphocytes and decreased of CD62L+ cells from late postmenopausal women.Mononuclear cells were isolated from the peripheral blood and were analyzed by flow cytometry for the adhesion molecules expression in lymphocytes gate. a) Single data points of ICAM-1 expression by lymphocytes are shown from both groups of postmenopausal women. ICAM-1 expression was significantly higher in late postmenopause women. Mean group values were compared by Students T test. b-c) Flow cytometry analysis of ICAM-1 expression on lymphocytes from early and late postmenopausal women. Histograms correspond to ICAM-1 staining from an early postmenopausal woman and a late postmenopausal woman. Percentages of positive cells and MFI values are indicated. d-e) Representative flow cytometry analysis percent of CD62L+ peripheral lymphocytes from an early and a late postmenopausal women are shown. Percentages of marked-positive cells are indicated. CD62L+ cells were significantly higher in early postmenopausal women. f) Data of percent of CD62L+ peripheral lymphocytes from early and late postmenopausal women are shown as meanSD. (**p&lt;0.01; ***p&lt;0.001). MFI (mean fluorescence intensity).
654	PMC4438064	/imgs/512/197/4438064/PMC4438064_pone.0120990.g002.png	pone.0120990.g002	Alterations in membrane-bound TNF--expression and percent of CD14+CD11c+ monocytes at late postmenopause.Mononuclear cells were isolated from the peripheral blood and immunostained for CD11c and membrane-bound TNF- in CD14+monocytes gate, and analyzed by flow cytometry. a-b) Green histograms correspond to CD14+CD11c+ monocytes. Percentages of marker-positive cells are indicated. Data shown are representative of an early and a late postmenopausal woman. c) Percent of CD14+CD11c+ monocytes in early postmenopause was significantly higher than late postmenopause. Data shown as the meanSD. *p&lt;0.05, Students T test. d) Comparison of membrane-bound TNF- expression by monocytes from early and late postmenopausal women is shown as the meanSD. Mean group values were compared by Students T test. (*p&lt;0.05).
655	PMC4438064	/imgs/512/197/4438064/PMC4438064_pone.0120990.g003.png	pone.0120990.g003	Serum levels of sVCAM-1 are increased in late postmenopause.sVCAM-1 levels were determined by ELISA in serum samples from early and late postmenopausal women. Data are shown as the median and interquartile range. (*p&lt;0.05).
656	PMC4438064	/imgs/512/197/4438064/PMC4438064_pone.0120990.g004.png	pone.0120990.g004	CD62L and IL-8R expression is increased on neutrophils from postmenopausal women with hot flashes.a-b) Neutrophils were isolated as stated in Material and Methods, then labeled for CD62L or c-d) IL-8R, and the percent of cells and MFI values were determined by flow cytometry analysis. Data are shown as the median and interquartile range. *p&lt;0.05, Kruskal-Wallis test and post hoc comparisons were carried out by Dunns test. Representative dot plots and histograms are shown. Red histograms correspond to CD62L (b) or IL-8R (d) staining. Percentages of positive cells and MFI values are indicated. MFI (mean fluorescence intensity).
657	PMC4438064	/imgs/512/197/4438064/PMC4438064_pone.0120990.g005.png	pone.0120990.g005	Possible effects of estrogens deprivation and aging on inflammation and endothelial damage at menopause.When estrogens decline and during old age, important changes occur in the endothelium: first, estrogen decrease, leads a low NO bioavailability inducing destabilization of endothelial cells, favoring up-regulation of adhesion molecules. Under such conditions, aged vessels have a compromised vasodilation, inducing endothelial dysfunction, increased vascular resistance and impaired tissue perfusion. Moreover, the atherosclerosis process is accompanied by a low-grade inflammation, which could be favored by endothelial dysfunction. The recruitment of leukocytes into areas of inflammation is mediated by interacting sets of cell adhesion molecules (showed step by step in order of activation). T-cells and monocytes are the first cells infiltrating the arterial intima, and represent a hallmark of endothelial damage favoring the early stages of atherogenesis. In atherosclerosis, focal expression of key adhesion molecules, mainly triggered by plasma atherogenic lipoproteins, may also mediate the recruitment of mononuclear cells to the plaque. Among these adhesion molecules, ICAM-1, a protein of the Ig superfamily, and one of the ligands for LFA-1, has been suggested to play an important role in atherogenesis. Thus, the increased ICAM-1 expression detected in this study could be associated with an enhanced recruitment of monocytes and T lymphocytes. Finally, in advanced stages, immune cells function also decline, contributing to inflammation and vascular damage and triggering CVD risk. (Modified from Gonzlez-Amaro R. [51]). ICAM-1, soluble intercellular adhesion molecule-1; sVCAM, soluble vascular cell adhesion molecule-1; L-Selectin, soluble lymphocyte selectin; TNF-, tumoral necrosis factor-alfa; IL-8R, interleukin-8 receptor; NO, nitric oxide.
658	PMC4710209	/imgs/512/63/4710209/PMC4710209_mjv04606.png	MJV046F6	The ligand-dependent equilibrium between bent and extended conformation of E-selectin. In absence of ligand, E-selectin primarily adopts the bent conformation (A) and not an extended conformation (D). The bent conformation is capable of ligand binding (B), although with low affinity. Upon ligand binding E-selectin favors the extended high-affinity state (C). Tensile force along the E-selectinligand axis exerted by tethered leukocytes under flow conditions increases the lifetime of the high-affinity conformation.
659	PMC3951398	/imgs/512/345/3951398/PMC3951398_pone.0091492.g003.png	pone-0091492-g003	Allo-HSCT and aGVHD effects on CD34+LinCD10+CD24 cells gene expression and plasma concentrations of chemokines and cytokines are associated with alterations to BM egress, thymic homing and T-cell commitment.(A) Relative CD34+LinCD10+CD24 mRNA expression by quantitative RT-PCR of CXCR4 and plasma concentration of CXCL12. (B) RT-PCR quantification of CCR7, CCR9 and plasmatic dosage of their respective ligands CCL19, CCL21 and CCL25. (C) RT-PCR quantification of IL7RA and GATA3 and plasmatic dosage of IL-7 in healthy donors (HD, white boxes/circles), patients with grade II-IV aGVHD (Gr II-IV, black boxes/circles), patients with grade 0-I aGVHD (Gr 0-1, grey boxes/circles). *p&lt;0.05, **p&lt;0.01, ***p&lt;0.001, NS: Not Significant (Mann-Whitney).
660	PMC3025022	/imgs/512/279/3025022/PMC3025022_pone.0016315.g001.png	pone-0016315-g001	Recombinant antibodies derived from IgM antibodies: Restoring avidity by oligomerisation on a modular peptide scaffold.(A) The IgM anti-slan mab DD2 is a pentameric molecule. Preparation of a scFv (B) resulted in a monovalent molecule which failed to bind to slanDCs (C, data not shown). For recovery of binding avidity a scBsDb (D, SL scBsDb) and suitable linking peptide molecules (F,G) were constructed (H,I). In the scBsDb the variable heavy and light chain domains of the two mabs (A, DD2, S; E, 7B6, L) are recombinantly fused via glycine serine linkers (D; see also Fig. 3). This SL scBsDb is on the one hand directed to the slan epitope and on the other hand to a continuous peptide epitope (l-Tag). The linker peptide modules contain the l-Tag either two times (l-GFP-l, F) or three times (l-l-GFP-l, G(i); l-TTp-l-GFP-l, G(ii)). Binding of the SL scBsDb to the respective linker peptides results in the formation of a divalent (H) or trivalent (I) anti-slan scaffold with increased avidity.
661	PMC3025022	/imgs/512/279/3025022/PMC3025022_pone.0016315.g002.png	pone-0016315-g002	Construction and characterisation of the SL scBsDb.(A) A schematic view of the structure and the complete AA sequence of the SL scBsDb. (B) The SL scBsDb was expressed and purified as described under Materials and Methods. The flow through fractions, wash fractions (wash1, wash2) and the eluted fractions (elution 1, elution 2) containing the SL scBsDb were analyzed by SDS-PAGE (C) and immunoblotting (B). After SDS-PAGE separated protein(s) were stained with Coomassie brilliant blue (C, CBB), and after transfer the membrane was developed with an anti-penta-HIS antibody (B). M, marker proteins.
662	PMC3025022	/imgs/512/279/3025022/PMC3025022_pone.0016315.g003.png	pone-0016315-g003	Characterisation of purified linker peptides.For the formation of bi- or trivalent anti-slan scaffolds peptide linker molecules were constructed containing the l-Tag twice (l-GFP-l) or three times (l-l-GFP-l; l-TTp-l-GFP-l). The purified peptide linkers were analysed by SDS-PAGE/immunoblotting using the anti-La mab 7B6 directed to the l-Tag. (M) Marker proteins.
663	PMC3025022	/imgs/512/279/3025022/PMC3025022_pone.0016315.g004.png	pone-0016315-g004	Analysis of binding of the SL ScBsDb/linker complex to DD2 positive Jurkat cells.(A), (a, black graph) IgM isotype negative control. (a, red graph) Binding of the anti-slan IgM mab DD2 to slan(+) positive Jurkat cells. (b, black graph) Anti-penta-HIS, isotype negative control. (b, red graph) Lack of binding of the monovalent SL scBsDb (SL) in the absence of a linker peptide. (c,d black graph) Isotype negative control. (c,d, red graph) Bivalent or trivalent anti-slan scaffolds consisting of the SL scBsDb and the linker peptide l-GFP-l (c, red graph) or l-l-GFP-l (d, red graph). (B), Detection of anti-slan scaffolds on the surface of Jurkat cells by epifluorescence microscopy. GFP (a), phase contrast (b), bar=10 m.
664	PMC3025022	/imgs/512/279/3025022/PMC3025022_pone.0016315.g005.png	pone-0016315-g005	Binding of the SL scBsDb/linker complex to slan(+) Jurkat cells.(A) Anti-slan scaffolds were obtained by incubation of the SL scBsDb (SL) with the trivalent linker peptide l-l-GFP-l or the bivalent linker peptide (l-GFP-l, data not shown) at various ratios as indicated and analyzed for binding to slan(+) Jurkat cells. Binding of the maternal IgM anti-slan antibody DD2 was set as 100%. (B) After estimation of the optimal conditions, the binding of the bivalent (SL + l-GFP-l) and trivalent anti-slan scaffolds (SL+l-l-GFP-l) were compared to the binding of the maternal anti-slan IgM antibody DD2 (DD2 IgM). Moreover, the binding of the scaffolds in the presence of the maternal anti-slan IgM antibody DD2 was determined (DD2 IgM+SL+l-l-GFP-l).
665	PMC3025022	/imgs/512/279/3025022/PMC3025022_pone.0016315.g006.png	pone-0016315-g006	Binding of the SL scBsDb/linker complex to native slanDCs in PBMCs.(A) (a) Estimation of the amount of slan-DCs in a PBMC sample using the anti-slan IgM mab DD2. (d) Estimation of the amount of slanDCs in the same PBMC sample using the anti-slan scaffold consisting of the SL scBsDb and the l-l-GFP-l linker peptide. Control staining of the single components of the anti-slan scaffold including the SL scBsDb (b, SL) or the peptide linker module (c, l-l-GFP-l). (B) GFP-labelled anti-slan scaffolds identified by epifluorescence microscopy. GFP (a), phase contrast (b), bar=10 m.
666	PMC3025022	/imgs/512/279/3025022/PMC3025022_pone.0016315.g007.png	pone-0016315-g007	Immuno targeting of slan(+) Jurkat cells with a multivalent anti-slan scaffold containing a TT-derived T-cell epitope.(a, black graph) Binding of the anti-slan mab DD2 to slan(+) Jurkat cells. (c,d, red graph) Binding of anti-slan scaffolds consisting of the SL scBsDb and trivalent linker peptides either containing (c) or lacking (d) theTT-derived peptide epitope TTp. (b,c,d, black graph) Control binding of the single components of the anti-slan scaffolds including the SL scBsDb (b), the trivalent linker l-l-GFP-l (c), and the trivalent linker l- TTp -l-GFP-l (d).
667	PMC3025022	/imgs/512/279/3025022/PMC3025022_pone.0016315.g008.png	pone-0016315-g008	Stability of immune complexes formed via the slan epitope on isolated slanDCs.(A), (a, black graph) Staining of slanDCs freshly isolated by magnetic anti-IgM/MDC8 anti-slan beads with a secondary FITC-conjugated anti-mouse IgM antibody. (a, red graph) Freshly isolated slanDCs that are stained in addition with the anti-slan IgM mab DD2 and the secondary FITC-conjugated anti-mouse IgM antibody. (b, black graph) Staining of slanDCs with a secondary FITC-conjugated anti-mouse IgM antibody four hrs after isolation and an incubation at 37C. (b, red graph) Staining of slanDCs with the anti-slan IgM mab DD2 and the secondary FITC-conjugated anti-mouse IgM antibody four hrs after isolation and an incubation at 37C. (B), (a, black graph) Binding of the multivalent anti-slan scaffold is blocked to freshly isolated slan DCs. (b, black graph) Binding of the multivalent anti-slan scaffold consisting of the SL scBsDb (SL) and the l-TTp-l-GFP-l linker module regains four hrs after isolation and an incubation at 37C. (c, black graph) Staining of slan DCs after an additional incubation of 2.5 h at 37C. The scBsDb/peptide linker scaffold can no more be detected on the surface of slanDCs.
668	PMC3025022	/imgs/512/279/3025022/PMC3025022_pone.0016315.g009.png	pone-0016315-g009	Analysis for proliferation of CD4+ T cells after delivery of the TT-derived T-cell epitope to slanDCs via the novel immuno targeting system.(A) CFSE labeled PBMCs were prepared and incubated at 37C for eight days with either full length TT (b) or the linker module containing (d) or lacking (c) the TT-derived T-cell epitope TTp and analysed by FACS. The data indicate that PBMCs of the selected donor contain anti-TT memory T cells that can be recalled by full length TT and to a less extent by the TTp peptide linker but not by the linker peptide lacking the TTp epitope. Untreated PBMCs (a). (B) CFSE labelled PBMCs were incubated with either the antigen-containing scaffold (c) or the single components (a,b) at 4C. Unbound material was removed by washing.
669	PMC5337389	/imgs/512/79/5337389/PMC5337389_JIR2017-9671604.001.png	fig1	Evasion of neutrophil adhesion and transmigration. (a) Mechanisms by which Staphylococcus aureus subverts neutrophil extravasation. (b) Neutrophil attack and evasion of activation.
670	PMC3963874	/imgs/512/390/3963874/PMC3963874_pone.0092009.g002.png	pone-0092009-g002	TFH kinetics and CD73 expression.At the indicated days post i.p. immunization with NP-CGG in alum, spleens from B6 WT and CD73KO control mice were stained and analyzed by flow cytometry. TFH were identified as TCRbeta+ CD4+ CD44hi ICOShi PD-1hi. Similar results were observed with additional <b>PSGL1</b>low gating. 3 million events were collected per sample. (A) Representative histogram showing high expression of CD73 on TFH cells 11 days post immunization (shaded dark gray). For comparison, low expression on naive splenic CD19+ CD38+ CD95 B cells (shaded medium gray), GC B cells (CD95+ CD38 NIP+ CD19+ day 20 post-immunization, shaded light gray), total CD4+ T cells (solid black) and CD4 (CD8+) T cells (dashed gray) is shown. (B) Kinetics of TFH cell expansion post immunization. (C) Relative intensity of CD73 staining among TFH cells at different times post immunization. Each point represents an individual mouse and bars are means.
671	PMC2193258	/imgs/512/189/2193258/PMC2193258_JEM992308.f10.png	F10	Absence of GP Ib reduces neutrophilplatelet aggregates in whole blood. Leukocyteplatelet aggregates in peripheral blood obtained from a normal volunteer (black bars) or a patient with BSS (white bars) were measured by two-color flow cytometry as described in Materials and Methods. Formation of leukocyteplatelet aggregates was stimulated by incubating blood with ADP (0.5 M) or TRAP (5 M). Data shown are mean values of duplicate determinations.
672	PMC2192925	/imgs/512/257/2192925/PMC2192925_JEM981801.f3.png	F3	DCs tether and roll on E- and P-selectin in vitro. Interaction  of DCs with E- and P-selectin was assessed in a parallel plate flow chamber. HL60 cells are included as a positive binding control. Both fresh and  cultured DCs formed tethers on E-selectin (a) and P-selectin (b) at 1 dyn/ cm2 and rolled in a calcium-dependent fashion. DCs bound to either E-  (c) or P-selectin (d) showed strong resistance to detachment by increasing  wall shear stress with &gt;80100% of cells remaining bound at 25 dyn/cm2.  E- and P-selectin binding was abolished by perfusion of medium containing 5 mM EDTA. The data presented are the mean and range of two experiments and are representative of several independent observations.
673	PMC2192925	/imgs/512/257/2192925/PMC2192925_JEM981801.f5a.png	F5	Immature murine  bone marrowderived DCs are  acutely recruited into inflamed  skin. Mice sensitized to oxazolone were challenged on the  right ear 48 h before intravenous  infusion of 5  106 51Cr-labeled  DCs. 6 h after DC infusion, the  mice were killed and the cpm  were compared in both ears. (a)  Results obtained in nine mice  are shown; cpm values are corrected by subtraction of the  background radioactivity. There  is a significant difference between the challenged and control ear (P &lt; 0.01, Student's t  test). (b) Shows the fold increase  in cpm measured in inflamed  ears versus contralateral control  ears for nine independent determinations. The area from 0 to 1  is shaded. Values above the  shaded area reflect an increased  number of labeled cells in the inflamed ear, and values within the  shaded area would reflect a decreased number of cells in the inflamed ear relative to control.  The solid line and hatched field  represent the mean and 95%  confidence interval for fold increase of inflamed ear counts  versus control (P &lt; 0.01, Student's t test). (ce) Confocal microscopy images of an inflamed  ear 6 h after infusion of 20  106  calcein-labeled murine bone  marrowderived DCs. 100 g of  PE-conjugated mAb antimouse  CD31 (PharMingen) was infused  5 min before the animal was  killed, in order to visualize the  vessels. Several fields of the same  ear (photographed through a  40 objective) are shown: (c) a  calcein-labeled DC is seen just  outside of the vessel wall; (d) another DC is seen between two  small vessels; and (e) a calcein- labeled DC has clearly extravasated and is shown deeper in the  surrounding tissues. No extravascular cells were observed in contralateral, noninflamed ear.
674	PMC2192925	/imgs/512/257/2192925/PMC2192925_JEM981801.f5b.png	F5	Immature murine  bone marrowderived DCs are  acutely recruited into inflamed  skin. Mice sensitized to oxazolone were challenged on the  right ear 48 h before intravenous  infusion of 5  106 51Cr-labeled  DCs. 6 h after DC infusion, the  mice were killed and the cpm  were compared in both ears. (a)  Results obtained in nine mice  are shown; cpm values are corrected by subtraction of the  background radioactivity. There  is a significant difference between the challenged and control ear (P &lt; 0.01, Student's t  test). (b) Shows the fold increase  in cpm measured in inflamed  ears versus contralateral control  ears for nine independent determinations. The area from 0 to 1  is shaded. Values above the  shaded area reflect an increased  number of labeled cells in the inflamed ear, and values within the  shaded area would reflect a decreased number of cells in the inflamed ear relative to control.  The solid line and hatched field  represent the mean and 95%  confidence interval for fold increase of inflamed ear counts  versus control (P &lt; 0.01, Student's t test). (ce) Confocal microscopy images of an inflamed  ear 6 h after infusion of 20  106  calcein-labeled murine bone  marrowderived DCs. 100 g of  PE-conjugated mAb antimouse  CD31 (PharMingen) was infused  5 min before the animal was  killed, in order to visualize the  vessels. Several fields of the same  ear (photographed through a  40 objective) are shown: (c) a  calcein-labeled DC is seen just  outside of the vessel wall; (d) another DC is seen between two  small vessels; and (e) a calcein- labeled DC has clearly extravasated and is shown deeper in the  surrounding tissues. No extravascular cells were observed in contralateral, noninflamed ear.
675	PMC4419348	/imgs/512/328/4419348/PMC4419348_JEM_20141843R_Fig6.png	fig6	Conditional deletion of DLL4 or Notch ligands in Ocn+ cells impaired T lymphopoiesis. (A) OcnCreER+/;Dll4Fl/Fl mutants and OcnCreER+/;Dll4+/+ control littermates were injected with 2mg 4-OH-tamoxifen/15 g BW eight times over 4 wk to induce deletion of the DLL4 ligand. Mice were harvested immediately after 4 wk of deletion and bone marrow CLPs, thymic T cell progenitors, and peripheral blood mature T cells were enumerated by flow cytometry. Experiment was performed 3 times independently; n = 910 mice/group. Data show mean  SEM. (B) OcnCreER+/;Mib1Fl/Fl mutants and OcnCreER+/;Mib1+/+ control littermates were injected with 2 mg 4-OH-tamoxifen/15 g BW 8 times over 4 wk to induce deletion of the Mib1 gene. Mice were harvested immediately after 4 wk of deletion and bone marrow CLPs, thymic T cell progenitors, and peripheral blood mature T cells were enumerated by flow cytometry. Experiment was performed twice independently; n = 68 mice/group. Data show mean  SEM.
676	PMC4419348	/imgs/512/328/4419348/PMC4419348_JEM_20141843_Fig8.png	fig8	Notch blockade in the bone marrow by -secretase inhibitor impaired thymic T cell development, whereas Notch overexpression rescued T lymphoid defect. (A) 2.5 mM DAPT or PBS was injected into the left femur of each of 8 C57BL/6J mice at day 12, 9, 6. At day 0, the left femur, thymus, and peripheral blood were harvested for enumeration of bone marrow CLPs, thymic T cell progenitors, and peripheral blood mature T cells by flow cytometry. Experiment was performed twice independently; n = 48 mice/group. Data show mean  SEM. (B) 106 Lineage-depleted hematopoietic progenitors were flow sorted from poly(I:C)-induced Mx1Cre;LSL-NICD-GFP mice or Mx1Cre;LSL-GFP control mice and transplanted into either OcnCre;iDTR mutant or control recipients. Recipients were harvested 1 wk after transplant and bone marrow CLPs, thymic T cell intermediates, and mature peripheral blood T cells were analyzed by flow cytometry. Experiment was performed twice independently; n = 8 mice/group. Data show mean  SEM.
677	PMC3441529	/imgs/512/147/3441529/PMC3441529_pone.0045095.g003.png	pone-0045095-g003	Reduced priming of cytokine-producing CD4 and CD8 T cells during EAEin pik3cg/ mice. (A) The proportion of Th1 (IFN-+/IL-17/CD4+ cells) and Th17 (Th17 (IFN-/IL-17+/CD4+ cells) cells in the draining LNs and spleen was assessed by isolating lymphocytes at days 9 and 15 post-immunization for EAE and staining for surface CD4 and intracellular cytokines. Representative flow cytometric dot plots of LN and spleen CD4+ cells are shown. (B) The proportion of Tc1 (IFN-+/IL-17/CD8+ cells) and Tc17 (IFN-/IL-17+/CD8+ cells) cells in the draining LNs and spleen was assessed by isolating lymphocytes at days 9 and 15 post-immunization for EAE and staining for surface CD8 and intracellular cytokines. Representative flow cytometric dot plots of LN and spleen CD8+ cells are shown. All data shown are mean  s.e.m. n=6 mice per group. (*, p&lt;0.05).
678	PMC3026015	/imgs/512/69/3026015/PMC3026015_pone.0016114.g007.png	pone-0016114-g007	Regenerative effect of encapsulated CD34+ cells and CD34+-derived ECs on diabetic wounds.A) Wound closure (relatively to initial wound area) in diabetic mice treated by topical application of 1105 CD34+ cells and 0.35105 CD34+-derived ECs (A.1), CD34+ cells (A.2) or CD34+-derived ECs (A.3), encapsulated in fibrin gels. Control wounds received a saline solution (PBS) only. Results are average  SEM, n=6. * denotes statistical significance (P&lt;0.05). B) Representative images of vWF immunostaining of wounds at day 3. Scale bar represents 50 m. C) Quantification of wound capillary density (number of capillaries per mm2), based on the vWF immunostaining results, for 3 and 10 day-old wounds in the different experimental groups. Results are average  SEM, n=3. ** denotes statistical significance (P&lt;0.001). D) Cytokine expression on mouse wound samples excised 3 days post-wounding, as determined by a Bio-Plex mouse cytokine assay. Wounds had been treated by topical application of CD34+ cells or CD34+ cells plus CD34+-derived ECs encapsulated in fibrin gels. Control wounds received fibrin gel alone. Results are average  SD, n=3.
679	PMC2195629	/imgs/512/154/2195629/PMC2195629_JEM990650.f4b.png	F4	Rolling of GP Ibexpressing cells on immobilized P-selectin. (A) CHO cells expressing either the GP Ib-IX complex or only GP Ib and GP IX were allowed to settle onto coverslips coated with P-selectin in parallel plate flow chambers. After 1 min, the chambers were perfused with PBS at a constant flow rate to generate a shear stress of 2 dynes/cm2. The top panels show cells before application of shear stress, and the bottom panels show the same region during perfusion. The images in the bottom panels represent a compilation of a series of frames taken over 2 s. The linear blurs represent those cells that have adhered to the matrix and are rolling on it. (B) Velocity and numbers of cells rolling on immobilized P-selectin. Both L and CHO cells were studied, with no significant differences noted between the two in either velocity or number of rolling cells. The presence of GP V also did not influence rolling. No velocity is given for cells lacking GP Ib because no rolling cells were observed. The number of cells rolling per field were counted during a 3-min interval from the start of the perfusion.
